10000000 5000
3024129 5590140 21641
3116148 9448531 54838
5002181 7157444 21120
1709500 5273696 54424
1185316 5487585 45019
147946 3264222 46804
116035 9319481 68715
9056782 9429845 23301
26244 3295687 5504
7641716 9081572 57090
3182196 6053062 47229
2630727 5691056 79728
6245894 7632907 53524
2906602 3967014 79375
910539 3721438 64690
1182809 3574836 45264
2829614 2894317 61298
4840513 9098329 34431
2921630 8136199 60674
2243486 7217770 18741
3800576 5787184 937
3464158 3994591 31663
240484 8760238 64569
1213762 6723849 87523
409489 2961638 14413
4144447 8274180 89248
1919444 6974060 99916
8197094 8588740 40428
3531525 4026721 92979
1408552 6270206 10748
2587134 6927293 14283
5628230 6051291 8873
7327880 9476245 65708
957167 8541642 5908
1467482 7861042 67546
8191807 9741661 28344
4177456 9581055 18755
4890901 6380972 7494
537752 938778 50566
2347329 2830731 37123
1790973 4857832 24256
2672115 9935555 91898
6997341 9411799 19778
2885317 4079401 77771
746358 7885310 45252
7169208 8938164 3265
597552 1035571 97072
3516307 9932894 87973
470645 7540153 26750
3301376 8107071 90430
675559 4944194 81402
5864025 6884803 16956
2861365 4876701 45107
196479 9457118 30423
7342427 9090602 93133
7027986 9452207 47648
7625537 9555472 83218
3658195 6352544 32463
556869 1198347 3108
5699971 9305417 20835
3190401 4249610 96393
1134412 2471804 60417
1688760 8527465 38134
1240295 5350219 11603
330897 9380643 54029
9190128 9783103 82014
1854926 7937776 23902
237347 723821 82096
1280690 2469810 96794
7689270 9497012 2210
2687413 6210105 68171
5159216 7922850 18935
5499620 9364327 62751
7230898 8454106 3045
865709 6611540 50293
3136090 8318019 49747
2434456 6255794 4672
6493140 9358358 44845
2456806 8962950 25534
6652219 6753600 22545
2872162 5378676 26309
5756685 5817877 1876
3833848 9775620 82555
2287953 7354723 13452
3657769 5670013 41343
5324414 8806102 59361
1240557 6774162 15154
78834 3115266 24646
6623679 8088423 87595
4842022 6965565 56165
230535 6804463 51192
1847124 5987220 69069
2049001 8279191 2916
4131556 5633914 7221
1808034 3445008 77233
1886351 7132447 83335
3906608 8645712 40243
4177218 6501794 71861
5641824 6201864 60283
5123741 9705811 2305
4444555 9861977 49191
6291678 7913169 36410
4298590 8340678 31953
2001507 4988585 65866
7025080 8433592 73899
2836294 5202313 22697
1482005 4702000 29305
5442244 5659223 47450
1814105 4377438 89273
4083249 6274388 13013
3945225 8093045 57567
2658589 4374745 65597
694999 1189687 6274
3191193 9526952 11211
2732624 6509170 44802
5299421 7934936 81096
1222119 2636936 79452
595531 3567776 55026
2409635 2415226 32464
1200374 9420851 15712
1809771 9033865 77288
5607784 6984711 68384
989733 7679709 58070
2196008 9723013 65614
3423571 8748534 98237
568373 4047955 33173
3065821 7786425 86460
3870552 9561626 81990
1716652 6285777 7976
765468 5706627 24701
3897532 7256843 34471
3491172 5380979 19181
6370711 7459557 15242
1083070 2617627 54606
3483242 4506640 19491
5075013 9597831 83797
657185 1131004 70221
218810 333816 40772
4451814 7615806 42900
7733633 9823782 49527
1631165 5748484 22721
5122336 5999307 3699
2581892 3234841 74410
666435 7715871 57479
337393 3715464 64119
3313294 8756884 39131
3740682 6960650 12667
6510903 7294465 47829
4910271 5668028 99642
1110928 7250404 33274
4776807 5515239 80790
4030898 5699529 3126
2003228 7265738 1369
448524 4677638 17239
785916 8435118 32702
6699237 9542799 62348
2554720 3283480 22997
1583739 2310735 17461
495114 831568 44083
1606041 4531210 10839
8480837 8899200 42429
4061627 4598728 73326
4764753 9118307 55415
3082475 3795945 3938
4747414 6599714 6205
1446650 6348769 49004
6517721 9411117 48835
1950466 8101459 59569
8933027 9267927 54682
5980588 6528363 77075
3555554 4461424 76274
6097983 8523051 91353
2671310 5804155 9659
8886629 9026725 21955
8002695 8347016 69368
6867815 8453221 32369
618577 6278931 50089
6067413 8229396 67900
13674 6343334 17278
7114369 9058388 97865
2007796 2613941 59289
1228276 5800422 98691
3899585 4191775 19197
4217786 5442661 22178
6306028 8039742 24872
4759249 6609110 92686
7894177 9141480 87968
707921 3961589 33715
375821 2821275 63740
1493099 9935643 38480
1107317 4459790 52420
260211 5182958 80695
298001 4451985 96631
1186122 1217198 55644
3539376 9225863 61671
5834973 6380600 20919
6089638 7492804 31448
4593958 8200724 93036
1092897 3844025 14310
5102347 5624118 66304
6209663 6462598 26093
1392620 2431370 2655
4206972 9628418 70991
725049 5424170 57113
1479897 9780693 82975
376849 7658717 34299
295988 6466486 27102
827436 3576796 44178
5320473 7420820 37074
3044937 5151135 55772
2023886 7433792 65435
4176237 4455256 74406
1178893 4083673 81378
5149884 7325073 21899
306997 9622118 1795
7206325 7280834 94995
2456976 7576821 61481
2684079 8404257 54628
6144609 6241081 91799
698035 3908567 53088
353807 3858710 76973
551299 8735594 32228
1026353 1730191 32252
5007731 9396426 57325
2219775 6929630 95794
2847777 9426099 76627
1883074 9142773 69799
4420606 7083504 90407
5744464 5791586 47839
4583385 6442498 56406
8936473 9312657 31467
564602 7829799 82765
1178379 1590954 12955
6598684 8610632 25733
5884309 6044665 45507
1408794 2780103 87957
3067918 6956730 87382
4875 1226529 70886
5796460 8933289 31701
2881128 2896196 90551
3253886 4349021 3207
2178819 7485354 67808
2268119 3357197 58762
1297427 4484180 73797
368488 2239512 34814
2885019 3148590 59959
2621671 5472976 27876
2460358 6364552 32750
5297840 9047596 45561
3895650 8178967 41756
1432853 5186201 90776
1434558 5789408 69594
6219028 9473568 43143
4748682 7516454 27322
2272317 9138832 95810
5157335 9573646 60751
3146662 6449957 82422
3877833 8123372 46973
3826935 9687319 44812
3582968 9572496 40130
8214252 8769168 72982
3721381 7074927 7539
6548495 8890975 26567
3813528 9934118 59372
2952359 7977793 31689
3873603 5042356 5375
1492312 5434354 68389
2133128 7886496 91760
1713430 2680101 95430
1041265 3802277 78398
2016529 7581396 47565
5554378 8254261 38844
7145235 7478270 3690
5621189 9595705 17217
89849 3796913 85928
1728602 3963451 28283
1914156 9850330 36947
1118719 6563636 23442
3026831 9243736 53224
285001 4622261 55500
7866396 9800659 88380
5937125 6264577 42640
2319773 5931746 87875
1552934 4923463 99931
1340680 5349847 89779
3226608 9594800 69581
2671244 9445129 88
3080199 3608191 63723
4947985 6107029 23811
3245642 8001209 8811
4856710 5562652 91558
4343580 6245090 45034
5887731 6663352 76780
1586814 5191958 46065
5443846 6608241 95911
1186805 8114372 7063
3583953 3858048 52191
6000393 9982590 48742
2464117 4930575 72122
687928 5448135 17763
304844 1713091 96767
3121001 9066286 40346
466035 7470368 3698
5178677 6259167 6863
1786917 3605233 50708
8817496 9901288 37513
3624559 6001592 11912
393103 2001984 10854
241845 4466100 41428
7670379 8713967 5914
1899821 2948083 10758
2744850 5020821 93395
8003208 9401548 63762
2721598 4262374 42438
383958 7628462 45706
7979170 9201454 46993
2033035 5342364 48584
5735466 9944948 66919
355802 5977310 49371
7207629 8213582 19749
1519496 2672063 19570
7646606 7933264 56742
2840001 7334811 59949
56409 5503763 38675
5862553 7684870 38984
8008259 8180391 56789
213426 2571604 99153
2674725 3136540 50970
5546878 5703460 44632
3760459 5252831 52260
2472580 7796306 40674
4108502 5442912 73937
3281597 8282912 25099
457898 6303027 97859
4412925 4681931 99080
2690190 8751910 79471
5261793 7325051 9248
914685 8724204 324
6618144 8375175 47201
1870974 9036159 7659
4388419 6859905 3964
3484759 7445445 63227
6766355 8435734 62491
6760833 7224252 65517
4153529 7658693 63799
1274125 2905438 70340
553596 2746840 48485
1471044 5079196 63169
2279520 2362570 81312
1398728 5026721 52285
4050732 8303498 28541
5748942 8354697 13299
3134276 4184675 79653
3461859 6196767 20257
3636903 8078636 73785
4642436 4911028 95574
6412776 7980975 42413
5576523 5961261 29808
6424430 7856042 8729
3505742 5399115 23808
4974379 9449846 27305
320894 3302921 92598
3455170 5116220 93624
6212226 9651936 71835
7048835 7730572 8737
4889359 9522620 36116
1302134 9934546 17091
576959 7263395 93613
6204176 7723120 66006
2226270 7231849 81472
655658 7200648 31318
3019920 4899315 68563
652492 4891914 23732
4101890 9381069 92020
6429903 6773725 38943
5598815 8468874 28301
919771 9334931 46786
3568374 4013081 26532
1736200 3378339 30708
1044346 8968049 56977
2140058 6625818 73976
4173488 7039372 10248
2042052 4447637 79091
5882136 8549527 60159
1890508 7839603 6413
5629451 5954769 75286
5289700 6774104 95056
8858073 9220891 8136
1447423 2236412 60688
5797109 9878131 45088
3051460 4939278 85145
5941789 9112766 24516
3671169 4368389 88505
3447480 9553304 38031
1443812 1907639 93985
9314052 9589614 48754
6363718 7705690 54805
5584608 7017098 12877
341586 9548382 65640
1942865 5402274 79100
1947362 7510676 18378
632507 5968816 31143
337204 8873376 2311
1561881 3784683 71966
5316264 8208673 32129
39076 9426601 21743
261117 6975355 1812
2330160 7278214 2771
7619800 9059390 51152
541382 5538425 10368
7485787 7820483 21044
38861 634645 89859
2024372 3886356 27063
1405019 6102604 28097
1418867 8476985 53122
845468 2025467 92197
337174 5163562 53314
4665374 5183686 31527
4243075 4784497 67678
1935649 7300808 22455
3546018 5121290 8241
5183414 7676502 59237
273273 4079209 99961
5484227 8216688 2564
6477564 9944786 37783
1019382 2397908 83250
6182943 7406457 36775
159771 848316 20460
2707651 5632812 79886
84812 5391681 80694
3614136 6147181 18335
1330594 1838729 11189
3214319 4120219 6749
2336906 6614280 7328
4798043 8633196 84891
2070979 9712302 20624
6354229 9635111 3566
2311233 6007357 68233
5018883 8327817 17396
2926916 9924056 18559
8821102 9057403 65740
3412484 5355789 12685
2083330 6626802 49255
2890080 5757433 2513
1697408 4390628 16907
6461607 9498651 29209
5332187 8319275 64319
1339543 3322841 75551
1691074 2183712 10786
724822 2107767 54053
3445220 9843381 11455
7625473 8801008 23938
884338 6738159 67091
3774417 5003766 24523
5606279 7988176 15151
3523187 7486826 93109
3668748 5806100 25295
1645292 3449419 64838
5541322 5852717 64901
2652108 6577538 89019
6420918 7722513 34238
4046391 9333969 51597
3300901 6874259 52286
821018 1041351 43054
3482226 6427297 31229
313729 2466835 18054
3606838 6135582 40505
2101352 2232134 85796
4713324 7642673 54864
2811133 9378225 32401
533645 8667244 69671
2383965 3917834 32413
7969431 9258224 49665
2815926 7938070 70682
1681124 8814503 14330
3412354 9128232 81164
2735069 5146760 33097
2687266 7483554 34448
2196877 4389414 93473
4091453 4460631 4605
5275048 8593032 38249
4179055 9192881 38566
3811468 9678664 13141
133085 9261133 45418
1814208 8048168 59920
3262498 5226561 88151
2889673 3460015 39572
2309464 5576938 39477
2482703 3260265 36354
1853738 6943333 44158
3258343 8052717 19206
2231771 7712944 28438
4551510 8559591 23453
337075 5681003 56537
8385242 9626421 87097
2386342 4164092 13657
140458 6790845 3329
2449921 6446769 96618
3586247 5710185 95673
80274 5438953 55357
1383111 5854968 8073
5118669 6084264 56196
563460 635773 32138
8203265 8833128 69212
3459803 8459548 70806
845889 3046900 51249
153086 376909 91706
596591 6599854 41626
186100 8909561 68163
5625052 9705234 64788
2476944 7008163 19756
3301369 4643183 4019
5206642 8873917 56143
3006055 3409907 89270
7475268 9386061 48818
4949312 5362426 11058
5326220 7413675 64143
2121733 8439162 63997
6763359 7348723 50096
2147874 9570308 91500
2047251 7612663 16014
1448771 7864972 59196
6738888 8852790 82190
9408933 9744943 92096
1314556 9736562 94508
5098987 9163374 43819
2890784 5029013 86390
4254928 7150745 25552
4735277 6430455 90626
1094681 5401725 60933
1693225 8707343 24536
156113 7509239 89507
484788 1525254 28394
3450538 8666978 89688
2775426 4765093 26249
6269934 6444818 41587
7230105 9335602 70599
3516495 6106881 37695
842157 8242047 68150
5349025 6243881 62830
453458 9509959 86524
479048 750847 58988
963835 7340354 84241
2147164 3185100 34778
4922589 8774789 16223
3708874 4101038 61040
938978 7042626 96641
6971825 7529577 3521
5167273 7730223 45677
1751775 3079248 5910
2589206 9430957 59367
5856404 8333833 38414
3196757 7392821 18601
493414 8898208 65764
7044544 7672996 4705
4290386 8360767 13578
3849363 8638160 68908
1378939 5734801 40732
1454675 9062563 70954
3330689 8016704 50201
822614 2761645 55758
3611829 6598333 28513
2853100 3521001 25269
71701 6530766 39829
3575310 9437465 12824
4452428 6242170 3209
3090587 9272101 68923
1341740 5757361 47862
2796414 6698093 26776
813117 7885399 57465
2151953 4152083 35461
750415 1524063 47290
6119866 6752577 84642
6191566 7694198 15408
7534027 8145383 90717
5046852 6903904 59496
6176004 9366413 50083
1933364 7535337 8174
1147808 9599551 4587
3242679 9033207 34055
3701511 7700144 86137
5225573 9951958 52904
1978149 5815600 72769
5200242 9672347 80687
3632002 7206373 26069
3122719 4769576 29972
2098568 6652341 22328
4165003 6704029 72043
6303579 7573177 19851
3777764 9546257 69409
3311819 9762753 70919
2231062 9514309 96491
563013 6467213 90992
2056334 8279606 79690
1911608 3837021 86062
3763090 5034326 71990
3109415 9649245 40682
3814247 8631743 44710
1387423 8603786 48288
2239989 7681538 10896
3509709 7425750 90000
3796669 5540369 21061
4523933 7909513 425
4000505 6580266 80031
417287 2280195 91638
282609 6696728 42315
5570951 9806142 91560
954236 7511633 22158
2074374 6156343 9581
3620983 6830714 7470
3148232 4256464 33530
569484 2438232 73898
6475646 8478996 97830
3592423 4995852 78096
6472454 7276046 11734
75007 1264092 24813
3606408 8162309 47307
5673942 8114320 17894
4346636 6436478 92267
483971 6146059 39333
3632202 8569882 95796
4503412 8586785 65279
7578782 8493663 44275
1171205 4491493 40126
7643658 9585941 32524
7614027 8907750 23882
2338841 5030509 86190
1902500 3144828 76483
2420394 9581305 23119
5012662 8243716 7089
6813597 6951995 55642
3833360 5664143 42426
2327022 2429422 21208
190049 9334867 8764
2946528 8920807 52421
5495404 6534834 76522
1390026 8119286 7030
1421828 3292525 51857
398312 5712918 49514
3241931 6237783 93229
2561224 2710277 23177
2516866 8374419 56536
3320193 3575644 99910
2213204 3510241 51128
2021968 8973120 71934
4468523 9474390 23119
5104160 8350912 13144
4774295 9042340 5668
1826152 1957003 18586
711137 975666 76868
885247 3272360 87145
7608424 8305577 61563
681313 1881220 81755
4094424 8597575 8348
5848703 8632743 81467
2020637 8107132 66342
7243757 8974396 86853
3748690 6373253 29192
5574841 6278922 2546
4413860 9066859 13682
5790728 9952105 86041
76881 2394225 7969
758193 4855789 89189
1872119 3153896 99964
7478596 7720821 32706
776416 2257809 56190
8542758 9501565 30585
6445963 8391170 79274
875156 7186443 70466
4116654 9777702 53676
1907737 9907381 22133
4793778 4817958 99013
2190098 8501748 73557
5343993 6607289 45675
1323605 2822589 66495
3599004 4672663 24303
4658113 6128853 42220
1104075 9075790 49741
4495582 5771416 36183
558235 6789636 52836
4411911 8697372 76568
3250396 6007501 94525
2165761 7025600 84622
1839318 6149240 44967
5901345 7472844 83907
4661859 7684192 99262
1724848 3307063 57374
2382853 7783420 77800
2233161 8154268 89734
1228854 3869344 79369
2138532 5640765 93092
315100 1407512 592
3573273 5825978 26192
3526952 7928942 91783
3830287 6571919 64627
4030830 4955826 42837
5755677 9455088 49899
1128814 3539096 32751
6422967 8288608 3371
4674303 6212701 32224
2792070 6812834 89340
3101514 9644286 96852
6902106 7986615 86476
244650 1513566 15417
8085485 9736434 62055
5557662 9217413 92885
3360250 5012750 64913
810149 8657915 4009
3159253 5080881 8968
1293581 6178976 83271
427552 6602002 12456
316893 2219867 73093
4130097 9121973 59707
1516573 1882974 73273
1619407 9348342 58757
1010398 3353171 16418
9219635 9229772 45519
2556273 3184548 19786
3204909 5715525 666
1513878 4410852 10599
4838403 7013501 28952
5155295 9325957 48819
1801743 3799051 87143
5834667 6258758 70116
232031 5183009 5875
4807140 8709758 75397
4939911 7929392 5169
1113939 2601782 61441
4318848 8921568 93317
2838587 8349077 4168
565538 5362577 42570
4688533 7410842 14217
1003935 6476013 15959
4663156 7262693 66978
11075 7249625 49986
3971852 7334567 59743
2274477 4047249 89134
5868770 7392610 19424
7730211 8830530 54623
1669116 7823528 3699
2327696 4751005 66275
2161846 4186619 54808
1154211 1200836 75094
2533147 8333718 54138
5583342 9700125 81565
2050111 2071545 16131
5626206 8635146 6959
4503915 7131692 99568
2234126 9751117 30097
2574005 9205740 15564
4901701 9525792 82920
1604671 2692067 44766
2805506 3063227 15328
4438322 5338652 49045
5592460 7555129 32387
2121591 9274025 20283
2806508 7747797 55428
7395840 8613467 75695
4329388 9663308 26172
1385400 8875837 176
911191 5091402 18228
3603257 8574322 22898
6666484 6735440 44755
3621157 6050768 99759
1729968 3699814 54887
3520345 9448553 76477
6326852 9785188 40625
7456671 8756969 36465
1786058 2232664 99772
458836 661894 85171
3775364 8269647 96361
1993593 6843969 15970
4332843 6095760 98805
4662880 9477599 19961
2477358 8362693 49928
327597 5548597 86624
112784 8225074 13476
1165700 8869752 70146
3618767 4018517 72555
4018289 4077602 34448
7852966 7919813 4095
